310 1,03333333333333 28,9280162804737
311 1,03666666666667 28,9033883012486
312 1,04 28,8787912549822
313 1,04333333333333 28,8542248131517
314 1,04666666666667 28,8296886538072
315 1,05 28,8051824614194
316 1,05333333333333 28,7807059267325
317 1,05666666666667 28,7562587466199
318 1,06 28,7318406239443
319 1,06333333333333 28,7074512674203
320 1,06666666666667 28,6830903914817
321 1,07 28,6587577161512
322 1,07333333333333 28,6344529669135
323 1,07666666666667 28,610175874592
324 1,08 28,5859261752282
325 1,08333333333333 28,5617036099643
326 1,08666666666667 28,537507924928
327 1,09 28,5133388711217
328 1,09333333333333 28,4891962043124
329 1,09666666666667 28,4650796849263
330 1,1 28,4409890779443
331 1,10333333333333 28,4169241528013
332 1,10666666666667 28,3928846832874
333 1,11 28,3688704474511
334 1,11333333333333 28,344881227506
335 1,11666666666667 28,3209168097386
336 1,12 28,2969769844188
337 1,12333333333333 28,273061545713
338 1,12666666666667 28,2491702915983
339 1,13 28,2253030237798
340 1,13333333333333 28,2014595476089
341 1,13666666666667 28,1776396720046
342 1,14 28,1538432093756
343 1,14333333333333 28,1300699755451
344 1,14666666666667 28,1063197896769
345 1,15 28,0825924742038
346 1,15333333333333 28,0588878547565
347 1,15666666666667 28,0352057600957
348 1,16 28,0115460220451
349 1,16333333333333 27,9879084754252
350 1,16666666666667 27,9642929579902
351 1,17 27,9406993103652
352 1,17333333333333 27,9171273759853
353 1,17666666666667 27,8935770010361
354 1,18 27,8700480343954
355 1,18333333333333 27,8465403275766
356 1,18666666666667 27,8230537346731
357 1,19 27,7995881123039
358 1,19333333333333 27,776143319561
359 1,19666666666667 27,7527192179573
360 1,2 27,7293156713763
361 1,20333333333333 27,7059325460224
362 1,20666666666667 27,6825697103729
363 1,21 27,6592270351308
364 1,21333333333333 27,6359043931784
365 1,21666666666667 27,6126016595325
366 1,22 27,5893187113003
367 1,22333333333333 27,5660554276363
368 1,22666666666667 27,5428116897004
369 1,23 27,5195873806164
370 1,23333333333333 27,4963823854322
371 1,23666666666667 27,4731965910803
372 1,24 27,4500298863394
373 1,24333333333333 27,4268821617967
374 1,24666666666667 27,4037533098116
375 1,25 27,380643224479
376 1,25333333333333 27,3575518015952
377 1,25666666666667 27,3344789386227
378 1,26 27,3114245346571
379 1,26333333333333 27,2883884903939
380 1,26666666666667 27,2653707080969
381 1,27 27,2423710915664
382 1,27333333333333 27,2193895461083
383 1,27666666666667 27,1964259785047
384 1,28 27,173480296984
385 1,28333333333333 27,1505524111922
386 1,28666666666667 27,1276422321649
387 1,29 27,1047496722999
388 1,29333333333333 27,0818746453298
389 1,29666666666667 27,0590170662963
390 1,3 27,0361768515241
391 1,30333333333333 27,0133539185956
392 1,30666666666667 26,9905481863265
393 1,31 26,9677595747415
394 1,31333333333333 26,9449880050506
395 1,31666666666667 26,9222333996262
396 1,32 26,8994956819804
397 1,32333333333333 26,8767747767429
398 1,32666666666667 26,8540706096391
399 1,33 26,8313831074694
400 1,33333333333333 26,8087121980878
401 1,33666666666667 26,7860578103821
402 1,34 26,7634198742538
403 1,34333333333333 26,7407983205987
404 1,34666666666667 26,7181930812879
405 1,35 26,6956040891489
406 1,35333333333333 26,6730312779476
407 1,35666666666667 26,6504745823704
408 1,36 26,6279339380066
409 1,36333333333333 26,6054092813311
410 1,36666666666667 26,5829005496882
411 1,37 26,5604076812745
412 1,37333333333333 26,5379306151231
413 1,37666666666667 26,5154692910879
414 1,38 26,4930236498283
415 1,38333333333333 26,4705936327935
416 1,38666666666667 26,4481791822085
417 1,39 26,4257802410589
418 1,39333333333333 26,4033967530772
419 1,39666666666667 26,3810286627288
420 1,4 26,3586759151981
421 1,40333333333333 26,3363384563754
422 1,40666666666667 26,3140162328439
423 1,41 26,2917091918667
424 1,41333333333333 26,2694172813743
425 1,41666666666667 26,2471404499527
426 1,42 26,2248786468307
427 1,42333333333333 26,2026318218685
428 1,42666666666667 26,1803999255462
429 1,43 26,1581829089524
430 1,43333333333333 26,135980723773
431 1,43666666666667 26,1137933222805
432 1,44 26,0916206573234
433 1,44333333333333 26,0694626823153
434 1,44666666666667 26,0473193512254
435 1,45 26,0251906185679
436 1,45333333333333 26,0030764393926
437 1,45666666666667 25,9809767692747
438 1,46 25,9588915643062
439 1,46333333333333 25,9368207810858
440 1,46666666666667 25,9147643767106
441 1,47 25,8927223087665
442 1,47333333333333 25,8706945353202
443 1,47666666666667 25,84868101491
444 1,48 25,8266817065381
445 1,48333333333333 25,8046965696618
446 1,48666666666667 25,7827255641858
447 1,49 25,7607686504544
448 1,49333333333333 25,7388257892434
449 1,49666666666667 25,716896941753
450 1,5 25,6949820696
451 1,50333333333333 25,6730811348106
452 1,50666666666667 25,6511940998135
453 1,51 25,6293209274327
454 1,51333333333333 25,6074615808804
455 1,51666666666667 25,5856160237509
456 1,52 25,5637842200134
457 1,52333333333333 25,5419661340059
458 1,52666666666667 25,5201617304286
459 1,53 25,4983709743381
460 1,53333333333333 25,4765938311407
461 1,53666666666667 25,4548302665868
462 1,54 25,433080246765
463 1,54333333333333 25,4113437380963
464 1,54666666666667 25,3896207073285
465 1,55 25,3679111215306
466 1,55333333333333 25,3462149480873
467 1,55666666666667 25,3245321546939
468 1,56 25,3028627093507
469 1,56333333333333 25,2812065803586
470 1,56666666666667 25,259563736313
471 1,57 25,2379341460998
472 1,57333333333333 25,2163177788902
473 1,57666666666667 25,1947146041359
474 1,58 25,1731245915644
475 1,58333333333333 25,1515477111749
476 1,58666666666667 25,129983933233
477 1,59 25,1084332282671
478 1,59333333333333 25,0868955670636
479 1,59666666666667 25,0653709206629
480 1,6 25,043859260355
481 1,60333333333333 25,0223605576757
482 1,60666666666667 25,0008747844026
483 1,61 24,9794019125507
484 1,61333333333333 24,9579419143693
485 1,61666666666667 24,9364947623375
486 1,62 24,915060429161
487 1,62333333333333 24,8936388877683
488 1,62666666666667 24,8722301113069
489 1,63 24,8508340731402
490 1,63333333333333 24,8294507468437
491 1,63666666666667 24,8080801062019
492 1,64 24,7867221252047
493 1,64333333333333 24,7653767780445
494 1,64666666666667 24,7440440391125
495 1,65 24,7227238829962
496 1,65333333333333 24,7014162844758
497 1,65666666666667 24,6801212185215
498 1,66 24,6588386602903
499 1,66333333333333 24,6375685851231
500 1,66666666666667 24,6163109685422
501 1,67 24,5950657862481
502 1,67333333333333 24,5738330141167
503 1,67666666666667 24,552612628197
504 1,68 24,5314046047082
505 1,68333333333333 24,510208920037
506 1,68666666666667 24,4890255507351
507 1,69 24,467854473517
508 1,69333333333333 24,446695665257
509 1,69666666666667 24,4255491029871
510 1,7 24,4044147638946
511 1,70333333333333 24,3832926253198
512 1,70666666666667 24,3621826647534
513 1,71 24,3410848598348
514 1,71333333333333 24,3199991883492
515 1,71666666666667 24,2989256282261
516 1,72 24,2778641575368
517 1,72333333333333 24,2568147544922
518 1,72666666666667 24,235777397441
519 1,73 24,2147520648677
520 1,73333333333333 24,1937387353902
521 1,73666666666667 24,1727373877586
522 1,74 24,1517480008524
523 1,74333333333333 24,1307705536792
524 1,74666666666667 24,1098050253729
525 1,75 24,0888513951914
526 1,75333333333333 24,0679096425152
527 1,75666666666667 24,0469797468456
528 1,76 24,026061687803
529 1,76333333333333 24,0051554451249
530 1,76666666666667 23,9842609986648
531 1,77 23,96337832839
532 1,77333333333333 23,9425074143804
533 1,77666666666667 23,9216482368267
534 1,78 23,900800776029
535 1,78333333333333 23,8799650123951
536 1,78666666666667 23,8591409264392
537 1,79 23,8383284987804
538 1,79333333333333 23,8175277101411
539 1,79666666666667 23,7967385413457
540 1,8 23,7759609733194
541 1,80333333333333 23,7551949870863
542 1,80666666666667 23,7344405637686
543 1,81 23,7136976845851
544 1,81333333333333 23,6929663308499
545 1,81666666666667 23,6722464839709
546 1,82 23,6515381254489
547 1,82333333333333 23,6308412368762
548 1,82666666666667 23,6101557999354
549 1,83 23,5894817963982
550 1,83333333333333 23,5688192081242
551 1,83666666666667 23,54816801706
552 1,84 23,5275282052376
553 1,84333333333333 23,5068997547737
554 1,84666666666667 23,4862826478686
555 1,85 23,4656768668047
556 1,85333333333333 23,445082393946
557 1,85666666666667 23,4244992117366
558 1,86 23,4039273027002
559 1,86333333333333 23,3833666494385
560 1,86666666666667 23,3628172346306
561 1,87 23,342279041032
562 1,87333333333333 23,3217520514735
563 1,87666666666667 23,3012362488604
564 1,88 23,2807316161716
565 1,88333333333333 23,2602381364585
566 1,88666666666667 23,2397557928443
567 1,89 23,2192845685231
568 1,89333333333333 23,1988244467591
569 1,89666666666667 23,1783754108854
570 1,9 23,1579374443037
571 1,90333333333333 23,1375105304832
572 1,90666666666667 23,1170946529597
573 1,91 23,0966897953349
574 1,91333333333333 23,0762959412759
575 1,91666666666667 23,055913074514
576 1,92 23,0355411788441
577 1,92333333333333 23,0151802381241
578 1,92666666666667 22,9948302362742
579 1,93 22,9744911572759
580 1,93333333333333 22,9541629851714
581 1,93666666666667 22,9338457040632
582 1,94 22,9135392981131
583 1,94333333333333 22,8932437515415
584 1,94666666666667 22,8729590486271
585 1,95 22,8526851737058
586 1,95333333333333 22,8324221111704
587 1,95666666666667 22,81216984547
588 1,96 22,7919283611091
589 1,96333333333333 22,7716976426471
590 1,96666666666667 22,7514776746979
591 1,97 22,731268441929
592 1,97333333333333 22,7110699290613
593 1,97666666666667 22,6908821208682
594 1,98 22,6707050021752
595 1,98333333333333 22,6505385578592
596 1,98666666666667 22,6303827728484
597 1,99 22,6102376321211
598 1,99333333333333 22,5901031207058
599 1,99666666666667 22,5699792236802
600 2 22,549865926171
601 2,00333333333333 22,5297632133535
602 2,00666666666667 22,5096710704507
603 2,01 22,489589482733
604 2,01333333333333 22,469518435518
605 2,01666666666667 22,4494579141697
606 2,02 22,4294079040981
607 2,02333333333333 22,4093683907589
608 2,02666666666667 22,3893393596528
609 2,03 22,3693207963253
610 2,03333333333333 22,3493126863664
611 2,03666666666667 22,3293150154095
612 2,04 22,3093277691319
613 2,04333333333333 22,2893509332537
614 2,04666666666667 22,2693844935376
615 2,05 22,2494284357887
616 2,05333333333333 22,2294827458538
617 2,05666666666667 22,2095474096213
618 2,06 22,1896224130205
619 2,06333333333333 22,1697077420216
620 2,06666666666667 22,149803382635
621 2,07 22,1299093209112
622 2,07333333333333 22,1100255429401
623 2,07666666666667 22,0901520348512
624 2,08 22,0702887828127
625 2,08333333333333 22,0504357730313
626 2,08666666666667 22,0305929917524
627 2,09 22,0107604252587
628 2,09333333333333 21,990938059871
629 2,09666666666667 21,9711258819472
630 2,1 21,9513238778822
631 2,10333333333333 21,9315320341074
632 2,10666666666667 21,9117503370908
633 2,11 21,8919787733363
634 2,11333333333333 21,8722173293835
635 2,11666666666667 21,8524659918078
636 2,12 21,8327247472193
637 2,12333333333333 21,8129935822633
638 2,12666666666667 21,7932724836197
639 2,13 21,7735614380027
640 2,13333333333333 21,7538604321605
641 2,13666666666667 21,7341694528753
642 2,14 21,7144884869626
643 2,14333333333333 21,6948175212714
644 2,14666666666667 21,6751565426837
645 2,15 21,655505538114
646 2,15333333333333 21,6358644945099
647 2,15666666666667 21,6162333988507
648 2,16 21,5966122381481
649 2,16333333333333 21,5770009994457
650 2,16666666666667 21,5573996698183
651 2,17 21,5378082363724
652 2,17333333333333 21,5182266862455
653 2,17666666666667 21,4986550066061
654 2,18 21,4790931846532
655 2,18333333333333 21,4595412076164
656 2,18666666666667 21,4399990627557
657 2,19 21,4204667373609
658 2,19333333333333 21,4009442187517
659 2,19666666666667 21,3814314942776
660 2,2 21,3619285513173
661 2,20333333333333 21,3424353772791
662 2,20666666666667 21,3229519595999
663 2,21 21,3034782857458
664 2,21333333333333 21,2840143432114
665 2,21666666666667 21,2645601195198
666 2,22 21,2451156022224
667 2,22333333333333 21,2256807788988
668 2,22666666666667 21,2062556371564
669 2,23 21,1868401646305
670 2,23333333333333 21,1674343489838
671 2,23666666666667 21,1480381779065
672 2,24 21,1286516391162
673 2,24333333333333 21,1092747203572
674 2,24666666666667 21,089907409401
675 2,25 21,0705496940459
676 2,25333333333333 21,0512015621165
677 2,25666666666667 21,031863001464
678 2,26 21,012533999966
679 2,26333333333333 20,9932145455259
680 2,26666666666667 20,9739046260734
681 2,27 20,9546042295638
682 2,27333333333333 20,9353133439781
683 2,27666666666667 20,9160319573229
684 2,28 20,8967600576301
685 2,28333333333333 20,8774976329569
686 2,28666666666667 20,8582446713856
687 2,29 20,8390011610233
688 2,29333333333333 20,8197670900022
689 2,29666666666667 20,800542446479
690 2,3 20,7813272186349
691 2,30333333333333 20,7621213946758
692 2,30666666666667 20,7429249628316
693 2,31 20,7237379113566
694 2,31333333333333 20,704560228529
695 2,31666666666667 20,6853919026508
696 2,32 20,6662329220482
697 2,32333333333333 20,6470832750707
698 2,32666666666667 20,6279429500916
699 2,33 20,6088119355073
700 2,33333333333333 20,589690219738
701 2,33666666666667 20,5705777912267
702 2,34 20,5514746384397
703 2,34333333333333 20,5323807498662
704 2,34666666666667 20,5132961140184
705 2,35 20,4942207194311
706 2,35333333333333 20,4751545546618
707 2,35666666666667 20,4560976082905
708 2,36 20,4370498689199
709 2,36333333333333 20,4180113251747
710 2,36666666666667 20,398981965702
711 2,37 20,379961779171
712 2,37333333333333 20,360950754273
713 2,37666666666667 20,3419488797212
714 2,38 20,3229561442505
715 2,38333333333333 20,3039725366178
716 2,38666666666667 20,2849980456014
717 2,39 20,2660326600013
718 2,39333333333333 20,2470763686389
719 2,39666666666667 20,2281291603569
720 2,4 20,2091910240195
721 2,40333333333333 20,1902619485118
722 2,40666666666667 20,1713419227402
723 2,41 20,1524309356319
724 2,41333333333333 20,1335289761354
725 2,41666666666667 20,1146360332195
726 2,42 20,0957520958743
727 2,42333333333333 20,0768771531101
728 2,42666666666667 20,058011193958
729 2,43 20,0391542074697
730 2,43333333333333 20,0203061827171
731 2,43666666666667 20,0014671087926
732 2,44 19,9826369748087
733 2,44333333333333 19,9638157698983
734 2,44666666666667 19,9450034832142
735 2,45 19,9262001039293
736 2,45333333333333 19,9074056212365
737 2,45666666666667 19,8886200243484
738 2,46 19,8698433024978
739 2,46333333333333 19,8510754449367
740 2,46666666666667 19,8323164409371
741 2,47 19,8135662797905
742 2,47333333333333 19,7948249508079
743 2,47666666666667 19,7760924433198
744 2,48 19,757368746676
745 2,48333333333333 19,7386538502455
746 2,48666666666667 19,7199477434168
747 2,49 19,7012504155974
748 2,49333333333333 19,6825618562138
749 2,49666666666667 19,6638820547118
750 2,5 19,645211000556
751 2,50333333333333 19,6265486832298
752 2,50666666666667 19,6078950922357
753 2,51 19,5892502170948
754 2,51333333333333 19,570614047347
755 2,51666666666667 19,5519865725507
756 2,52 19,533367782283
757 2,52333333333333 19,5147576661395
758 2,52666666666667 19,4961562137344
759 2,53 19,4775634147001
760 2,53333333333333 19,4589792586875
761 2,53666666666667 19,4404037353656
762 2,54 19,4218368344218
763 2,54333333333333 19,4032785455617
764 2,54666666666667 19,3847288585089
765 2,55 19,3661877630051
766 2,55333333333333 19,34765524881
767 2,55666666666667 19,3291313057012
768 2,56 19,3106159234743
769 2,56333333333333 19,2921090919427
770 2,56666666666667 19,2736108009375
771 2,57 19,2551210403076
772 2,57333333333333 19,2366397999196
773 2,57666666666667 19,2181670696576
774 2,58 19,1997028394235
775 2,58333333333333 19,1812470991365
776 2,58666666666667 19,1627998387333
777 2,59 19,1443610481681
778 2,59333333333333 19,1259307174125
779 2,59666666666667 19,1075088364553
780 2,6 19,0890953953026
781 2,60333333333333 19,0706903839777
782 2,60666666666667 19,0522937925212
783 2,61 19,0339056109907
784 2,61333333333333 19,0155258294608
785 2,61666666666667 18,9971544380234
786 2,62 18,978791426787
787 2,62333333333333 18,9604367858773
788 2,62666666666667 18,9420905054368
789 2,63 18,9237525756249
790 2,63333333333333 18,9054229866178
791 2,63666666666667 18,8871017286082
792 2,64 18,8687887918059
793 2,64333333333333 18,8504841664371
794 2,64666666666667 18,8321878427445
795 2,65 18,8138998109878
796 2,65333333333333 18,7956200614427
797 2,65666666666667 18,7773485844019
798 2,66 18,759085370174
799 2,66333333333333 18,7408304090845
800 2,66666666666667 18,722583691475
801 2,67 18,7043452077034
802 2,67333333333333 18,6861149481438
803 2,67666666666667 18,6678929031869
804 2,68 18,6496790632391
805 2,68333333333333 18,6314734187233
806 2,68666666666667 18,6132759600783
807 2,69 18,5950866777591
808 2,69333333333333 18,5769055622367
809 2,69666666666667 18,558732603998
810 2,7 18,5405677935459
811 2,70333333333333 18,5224111213992
812 2,70666666666667 18,5042625780927
813 2,71 18,4861221541768
814 2,71333333333333 18,4679898402178
815 2,71666666666667 18,4498656267977
816 2,72 18,4317495045144
817 2,72333333333333 18,4136414639813
818 2,72666666666667 18,3955414958274
819 2,73 18,3774495906974
820 2,73333333333333 18,3593657392516
821 2,73666666666667 18,3412899321658
822 2,74 18,3232221601311
823 2,74333333333333 18,3051624138544
824 2,74666666666667 18,2871106840578
825 2,75 18,2690669614787
826 2,75333333333333 18,2510312368701
827 2,75666666666667 18,2330035010001
828 2,76 18,2149837446521
829 2,76333333333333 18,196971958625
830 2,76666666666667 18,1789681337325
831 2,77 18,1609722608038
832 2,77333333333333 18,142984330683
833 2,77666666666667 18,1250043342294
834 2,78 18,1070322623175
835 2,78333333333333 18,0890681058367
836 2,78666666666667 18,0711118556913
837 2,79 18,0531635028008
838 2,79333333333333 18,0352230380994
839 2,79666666666667 18,0172904525365
840 2,8 17,9993657370759
841 2,80333333333333 17,9814488826968
842 2,80666666666667 17,9635398803927
843 2,81 17,9456387211723
844 2,81333333333333 17,9277453960586
845 2,81666666666667 17,9098598960897
846 2,82 17,8919822123181
847 2,82333333333333 17,8741123358111
848 2,82666666666667 17,8562502576506
849 2,83 17,838395968933
850 2,83333333333333 17,8205494607692
851 2,83666666666667 17,8027107242847
852 2,84 17,7848797506196
853 2,84333333333333 17,7670565309282
854 2,84666666666667 17,7492410563794
855 2,85 17,7314333181565
856 2,85333333333333 17,713633307457
857 2,85666666666667 17,6958410154929
858 2,86 17,6780564334905
859 2,86333333333333 17,6602795526902
860 2,86666666666667 17,6425103643467
861 2,87 17,6247488597292
862 2,87333333333333 17,6069950301206
863 2,87666666666667 17,5892488668182
864 2,88 17,5715103611336
865 2,88333333333333 17,5537795043921
866 2,88666666666667 17,5360562879335
867 2,89 17,5183407031112
868 2,89333333333333 17,5006327412928
869 2,89666666666667 17,48293239386
870 2,9 17,4652396522084
871 2,90333333333333 17,4475545077472
872 2,90666666666667 17,4298769519
873 2,91 17,4122069761039
874 2,91333333333333 17,39454457181
875 2,91666666666667 17,376889730483
876 2,92 17,3592424436017
877 2,92333333333333 17,3416027026583
878 2,92666666666667 17,3239704991591
879 2,93 17,3063458246238
880 2,93333333333333 17,2887286705859
881 2,93666666666667 17,2711190285924
882 2,94 17,2535168902041
883 2,94333333333333 17,2359222469953
884 2,94666666666667 17,2183350905538
885 2,95 17,2007554124811
